nombrePoissons, nombreRequins
600 500
409	500
579	500
471	500
815	633
673	648
879	586
757	550
1145	679
1047	733
1165	706
1053	675
1317	830
1284	949
1263	965
1145	937
1236	1022
1219	1111
1170	1142
1120	1109
1165	1110
1188	1118
1148	1079
1134	998
1143	985
1162	976
1151	895
1125	840
1149	788
1132	747
1125	731
1115	713
1147	710
1167	718
1220	703
1261	650
1375	621
1459	596
1554	557
1599	512
1697	487
1762	506
1865	510
1919	506
2038	507
2100	498
2182	507
2214	527
2293	539
2362	580
2427	615
2463	631
2528	662
2571	716
2636	742
2611	765
2683	765
2700	812
2751	854
2743	882
2731	883
2658	879
2623	902
2509	919
2439	928
2330	937
2243	943
2124	945
2017	962
1897	980
1788	997
1658	986
1564	975
1483	957
1415	931
1319	885
1252	817
1200	797
1122	764
1093	701
1062	656
1050	623
1052	562
1057	504
1068	450
1058	394
1057	374
1056	356
1056	371
1049	357
1049	364
1041	368
1071	369
1068	366
1088	364
1105	351
1142	364
1141	357
1160	342
1197	326
1233	326
1265	318
1270	300
1335	296
1354	292
1432	316
1469	309
1569	299
1650	310
1785	315
1843	318
1969	320
2071	342
2214	367
2289	376
2413	381
2477	401
2594	446
2608	442
2727	439
2750	456
2878	453
2888	460
2950	457
2991	474
3052	506
3036	514
3055	530
3040	560
3028	607
3015	642
2968	650
2942	664
2895	668
2825	681
2749	701
2655	701
2598	731
2517	749
2409	761
2285	764
2190	775
2115	805
2027	817
1943	784
1874	779
1803	724
1764	699
1728	679
1721	635
1678	585
1645	518
1643	499
1642	487
1613	462
1610	415
1636	414
1673	401
1683	384
1753	363
1829	365
1932	367
2015	340
2173	313
2268	293
2488	295
2604	294
2820	278
2955	284
3204	287
3312	292
3507	286
3663	302
3839	311
3933	310
4022	305
4144	335
4232	354
4299	346
4289	337
4326	352
4323	389
4324	394
4278	390
4338	409
4319	444
4323	440
4248	430
4260	462
4224	502
4196	512
4098	516
4090	580
4021	612
3930	609
3811	588
3756	636
3654	707
3573	735
3415	727
3353	763
3247	802
3124	828
2941	814
2881	831
2745	820
2625	794
2439	750
2333	742
2184	765
2038	761
1879	746
1788	716
1671	697
1568	676
1443	611
1358	587
1273	553
1187	521
1087	483
1037	487
974	475
913	468
826	438
783	428
754	426
715	421
677	405
663	381
652	347
673	325
687	301
706	263
736	236
787	217
860	213
919	207
999	179
1067	167
1177	142
1284	150
1399	149
1495	145
1627	148
1744	172
1855	172
1966	163
2063	157
2203	164
2320	159
2456	155
2572	152
2763	162
2878	174
3027	177
3131	178
3297	199
3411	211
3563	216
3659	221
3802	226
3850	229
3960	240
4004	249
4114	271
4144	271
4259	267
4302	273
4406	256
4425	242
4543	251
4594	269
4671	277
4655	287
4721	318
4714	358
4692	367
4633	366
4606	386
4550	410
4480	418
4396	426
4337	439
4267	457
4177	463
4103	464
4044	462
3982	477
3873	462
3825	467
3775	463
3712	466
3627	463
3565	473
3532	497
3482	539
3408	531
3327	520
3258	546
3197	571
3080	578
3025	595
2933	630
2885	661
2781	663
2724	651
2642	660
2623	665
2539	644
2506	629
2439	622
2436	622
2373	595
2370	581
2360	540
2391	536
2380	527
2425	505
2411	494
2453	500
2442	512
2496	518
2486	532
2559	507
2577	518
2705	519
2742	530
2876	528
2955	533
3054	542
3102	543
3212	550
3254	564
3358	558
3384	579
3450	583
3443	592
3468	601
3464	621
3482	642
3437	665
3433	686
3425	692
3390	684
3342	684
3275	678
3199	694
3130	690
3069	733
2984	769
2919	782
2855	802
2793	818
2749	830
2680	803
2654	789
2597	771
2561	767
2460	753
2414	751
2373	749
2314	762
2244	768
2191	774
2157	781
2118	819
2113	844
2049	811
1996	829
1991	856
2008	898
1977	877
2003	828
2025	765
2085	779
2061	747
2074	707
2056	674
2122	675
2083	654
2124	644
2127	629
2204	651
2185	637
2211	599
2211	602
2275	626
2286	627
2337	638
2372	645
2488	680
2557	709
2620	719
2706	729
2808	733
2850	725
2913	679
2943	655
3040	647
3039	648
3034	613
3001	618
3014	671
2983	707
2919	715
2800	723
2821	755
2729	799
2632	810
2507	825
2469	872
2360	907
2282	904
2143	906
2116	886
2019	912
1938	915
1783	917
1758	938
1666	956
1598	957
1488	937
1468	905
1440	898
1463	876
1429	814
1460	742
1459	669
1500	643
1489	631
1515	593
1552	590
1608	599
1637	612
1663	590
1722	596
1773	598
1826	620
1867	606
1923	590
1966	590
2034	583
2061	580
2102	602
2157	628
2201	631
2238	653
2336	675
2397	696
2441	712
2483	705
2516	741
2519	762
2488	768
2459	776
2437	782
2419	809
2385	825
2382	802
2357	816
2370	824
2263	822
2206	824
2120	856
2063	876
1932	895
1858	876
1770	883
1741	889
1683	901
1612	875
1558	826
1543	824
1482	830
1430	791
1424	760
