700	100
661	100
1251	100
1233	100
2411	134
2383	136
4377	131
4464	129
7238	220
7440	230
8908	228
9001	226
9512	306
9429	321
9496	321
9479	321
9489	381
9433	399
9379	401
9319	400
9323	457
9262	475
9174	473
9134	470
9122	511
9051	529
8982	519
8899	513
8882	561
8796	588
8698	592
8603	584
8549	657
8446	682
8318	671
8199	655
8165	732
8048	763
7906	747
7752	717
7690	776
7546	817
7371	806
7223	778
7129	836
6995	853
6796	845
6610	821
6532	892
6334	940
6161	941
5973	915
5844	974
5686	1006
5507	1001
5319	943
5192	932
5051	919
4877	893
4711	862
4616	879
4464	867
4307	836
4122	798
4048	814
3914	821
3822	800
3657	774
3635	761
3580	784
3545	740
3486	687
3524	646
3491	645
3500	633
3431	601
3497	589
3499	595
3558	580
3557	556
3639	537
3700	547
3769	557
3814	545
3924	544
4004	552
4134	557
4222	538
4424	546
4524	549
4693	554
4816	545
4966	548
5092	557
5187	557
5287	552
5410	575
5509	594
5559	602
5661	605
5724	621
5787	627
5840	628
5859	621
5879	651
5900	671
5870	704
5881	689
5883	721
5867	754
5830	752
5813	740
5770	768
5725	801
5671	813
5571	812
5539	848
5472	880
5374	888
5250	862
5196	865
5098	895
4968	899
4795	888
4674	899
4532	907
4378	916
4225	914
4100	909
3951	892
3841	881
3714	863
3648	850
3547	795
3507	760
3427	738
3397	697
3328	678
3330	654
3286	640
3313	624
3275	611
3335	592
3348	586
3444	591
3481	563
3568	527
3631	541
3726	535
3789	521
3864	516
3957	538
4060	548
4098	559
4197	540
4294	526
4393	546
4489	531
4547	528
4649	548
4743	588
4834	616
4889	625
5008	616
5098	627
5211	646
5281	658
5373	638
5479	666
5549	681
5612	697
5668	699
5763	721
5801	731
5843	719
5889	727
6000	762
5996	769
6020	771
6067	801
6115	810
6095	819
6056	818
6042	850
6027	900
5965	897
5907	900
5837	956
5762	984
5639	1002
5533	989
5483	993
5352	987
5266	1001
5121	967
5053	989
4933	985
4840	971
4712	963
4690	991
4553	975
4478	967
4361	944
4369	981
4298	1001
4287	977
4236	961
4265	919
4211	894
4230	889
4164	852
4142	884
4126	900
4098	923
4024	923
4060	938
4000	942
3992	943
3881	931
3890	958
3823	995
3742	1009
3625	1022
3597	1080
3523	1135
3498	1138
3485	1133
3510	1114
3536	1117
3532	1081
3561	1095
3618	1094
3642	1103
3672	1099
3729	1083
3778	1059
3781	1013
3773	993
3789	1003
3810	1031
3786	1046
3719	1023
3657	1029
3649	1039
3619	1080
3556	1088
3479	1097
3450	1101
3343	1164
3293	1195
3166	1221
3115	1286
3006	1297
2970	1282
2900	1232
2897	1202
2878	1178
2851	1147
2841	1125
2789	1110
2786	1096
2731	1089
2689	1100
2626	1103
2634	1095
2600	1084
2606	1037
2601	984
2706	1004
2727	987
2776	969
2762	939
2874	945
2907	968
2985	944
3038	915
3213	908
3294	932
3427	906
3525	881
3699	885
3786	863
4028	871
4086	849
4320	839
4412	869
4660	903
4701	898
4867	925
4883	954
4975	1008
4942	1029
5004	1071
4953	1080
4984	1113
4849	1122
4826	1142
4709	1167
4717	1186
4562	1208
4530	1202
4431	1207
4376	1253
4280	1263
4223	1249
4181	1241
4102	1278
4056	1280
4025	1274
3967	1280
