600	600
389	600
554	600
453	600
790	679
702	699
955	621
893	565
1397	607
1424	636
1847	621
1894	588
2540	684
2686	791
3104	806
3175	780
3708	931
3893	1089
4175	1140
4150	1145
4507	1335
4594	1577
4580	1673
4320	1652
4358	1787
4176	2009
3914	2081
3450	2035
3188	2076
2947	2235
2633	2271
2265	2190
2032	2067
1847	1951
1619	1815
1363	1652
1216	1491
1094	1304
976	1147
854	1012
791	875
727	751
698	648
634	562
642	473
640	432
689	399
697	352
821	320
905	300
1075	270
1172	247
1410	232
1604	238
1869	246
2106	244
2419	244
2725	265
3079	278
3401	300
3780	308
4121	349
4490	381
4790	418
5098	429
5399	476
5669	520
5957	548
6144	540
6349	572
6509	596
6635	614
6753	613
6879	642
6950	677
6973	690
6939	683
6909	718
6893	770
6842	794
6771	783
6728	785
6655	799
6538	806
6443	816
6360	849
6261	880
6125	871
5981	884
5950	914
5853	937
5789	916
5689	913
5644	909
5580	919
5525	912
5418	870
5402	858
5350	875
5307	873
5265	865
5194	855
5162	867
5123	851
5087	869
5056	852
5043	878
4979	885
4914	876
4837	875
4803	915
4747	977
4671	1019
4585	1024
4556	1067
4488	1125
4446	1114
4376	1117
4341	1144
4286	1164
4205	1161
4120	1166
4075	1156
4023	1183
4006	1179
3917	1140
3897	1077
3840	1092
3841	1081
3729	1079
3678	1053
3647	1086
3568	1123
3471	1110
3370	1102
3294	1132
3203	1156
3038	1187
2936	1202
2829	1193
2756	1239
2630	1237
2560	1197
2471	1184
2457	1153
2377	1112
2411	1073
2358	1046
2404	1012
2396	969
2447	941
2453	917
2506	866
2518	811
2532	750
2563	714
2608	696
2637	700
2656	691
2721	689
2755	682
2837	716
2856	706
2917	681
3017	696
3123	736
3218	727
3323	687
3431	650
3596	653
3693	654
3798	651
3903	630
4035	625
4117	656
4203	651
4289	660
4395	679
4534	715
4651	712
4700	712
4830	749
4907	795
5018	813
4991	791
5108	826
5096	886
5120	910
5050	920
5101	959
5047	1009
5058	1031
4964	1040
4999	1074
4949	1129
4896	1170
4795	1157
4726	1189
4675	1234
4599	1258
4436	1246
4303	1216
4200	1262
4052	1264
3898	1267
3791	1263
3698	1284
3587	1246
3480	1205
3370	1151
3321	1117
3205	1095
3158	1080
3102	1060
3072	1034
3014	1012
3023	982
3039	986
3081	973
3080	909
3153	883
3235	892
3329	890
3392	876
3439	846
3540	864
3658	888
3720	919
3791	925
3810	922
3860	937
3914	963
3966	972
4016	973
4073	931
4121	885
4193	877
4216	892
4239	911
4263	928
4273	956
4319	990
4309	998
4374	1012
4330	1031
4392	1088
4317	1098
4354	1106
4289	1107
4295	1124
4203	1112
4212	1123
4098	1106
4072	1134
3994	1152
3936	1177
3877	1182
3879	1208
3851	1214
3883	1195
3877	1170
3886	1129
3887	1103
3897	1086
3941	1077
3969	1064
3993	1047
4018	1017
4043	1037
4129	1015
4167	989
4263	936
4319	925
4434	913
4565	933
4684	944
4785	921
4897	921
4982	946
5045	950
5085	998
5096	1034
5084	1096
5074	1141
4961	1190
4936	1219
4824	1267
4793	1285
4669	1296
4591	1266
4418	1254
4344	1243
4153	1247
4119	1248
3940	1244
3861	1247
3718	1220
3651	1211
3556	1223
3473	1204
3379	1193
3349	1165
3230	1171
3183	1174
3115	1179
3096	1171
3038	1177
3054	1146
3050	1141
