// grille 50 x 50
// initialisee avec 200 poissons, 50 requins
NbPoissons  NbRequins   Ratio
611	166	3
690	151	4
747	145	5
830	139	5
884	132	6
987	119	8
1058	129	8
1152	130	8
1186	133	8
1249	138	9
1295	159	8
1348	166	8
1374	175	7
1393	175	7
1441	182	7
1446	195	7
1458	197	7
1459	204	7
1482	236	6
1473	247	5
1483	271	5
1459	270	5
1464	278	5
1455	286	5
1424	294	4
1374	290	4
1337	318	4
1286	336	3
1229	339	3
1192	347	3
1160	359	3
1112	370	3
1058	351	3
997	342	2
968	337	2
939	342	2
908	337	2
856	327	2
838	320	2
812	326	2
786	322	2
752	306	2
743	303	2
731	293	2
724	299	2
701	293	2
698	293	2
713	295	2
714	305	2
699	302	2
703	300	2
709	308	2
714	326	2
742	340	2
747	343	2
757	337	2
786	337	2
803	332	2
819	316	2
848	293	2
875	299	2
899	303	2
904	301	3
953	309	3
986	325	3
1044	338	3
1055	319	3
1078	305	3
1081	287	3
1100	302	3
1101	309	3
1111	301	3
1097	297	3
1108	294	3
1094	309	3
1098	302	3
1049	296	3
1072	299	3
1061	308	3
1089	310	3
1074	308	3
1069	292	3
1051	291	3
1045	280	3
1016	278	3
1026	285	3
1011	293	3
1032	298	3
1000	305	3
1046	309	3
1041	330	3
1080	328	3
1064	316	3
1091	303	3
1106	312	3
1122	315	3
1105	306	3
1109	296	3
1109	305	3
1124	318	3
1130	317	3
1137	290	3
1139	287	3
1160	292	3
1162	287	4
1135	282	4
1156	290	3
1159	317	3
1113	335	3
1063	337	3
1029	344	2
1003	381	2
983	404	2
922	396	2
902	391	2
881	388	2
871	378	2
822	351	2
792	319	2
749	319	2
736	317	2
693	314	2
662	300	2
635	290	2
640	285	2
611	285	2
606	273	2
601	255	2
611	245	2
597	246	2
647	253	2
653	258	2
679	250	2
679	247	2
707	242	2
688	258	2
698	268	2
671	258	2
716	260	2
706	268	2
723	275	2
694	261	2
699	259	2
707	265	2
713	267	2
713	259	2
732	252	2
718	237	3
724	215	3
730	206	3
749	208	3
740	209	3
734	196	3
748	211	3
758	224	3
750	231	3
748	227	3
764	241	3
775	252	3
781	255	3
801	244	3
815	254	3
861	240	3
868	242	3
893	228	3
928	228	4
958	226	4
983	230	4
1005	222	4
1023	215	4
1038	206	5
1048	199	5
1060	185	5
1067	202	5
1079	208	5
1070	225	4
1084	231	4
1076	248	4
1110	265	4
1111	277	4
1127	279	4
1147	294	3
1180	305	3
1183	310	3
1203	299	4
1209	308	3
1197	303	3
1166	298	3
1134	293	3
1121	320	3
1083	324	3
1046	328	3
989	336	2
954	364	2
948	370	2
911	368	2
886	358	2
860	346	2
846	342	2
818	337	2
826	337	2
800	336	2
799	337	2
775	329	2
795	322	2
813	343	2
837	323	2
833	304	2
871	277	3
897	271	3
927	262	3
928	243	3
952	226	4
970	228	4
981	229	4
991	229	4
997	226	4
998	231	4
1029	248	4
1025	248	4
1040	249	4
1043	255	4
1077	271	3
1086	283	3
1086	281	3
1076	291	3
1079	311	3
1066	328	3
1034	319	3
1001	315	3
968	331	2
952	349	2
914	359	2
893	358	2
863	357	2
807	348	2
770	351	2
715	352	2
706	351	2
652	352	1
643	335	1
622	328	1
630	326	1
588	307	1
598	280	2
587	279	2
596	273	2
581	241	2
608	235	2
613	225	2
630	219	2
610	215	2
616	205	3
593	205	2
573	212	2
547	209	2
532	213	2
506	217	2
515	234	2
492	241	2
487	248	1
438	253	1
438	263	1
410	299	1
420	323	1
387	308	1
412	303	1
385	282	1
409	266	1
385	264	1
422	279	1
424	279	1
459	273	1
459	258	1
505	258	1
491	251	1
495	229	2
496	222	2
495	223	2
503	217	2
489	223	2
488	231	2
490	232	2
451	245	1
440	238	1
409	237	1
414	252	1
392	255	1
396	242	1
388	227	1
414	213	1
407	192	2
444	174	2
454	174	2
481	164	2
491	159	3
556	164	3
591	177	3
652	168	3
684	150	4
768	135	5
805	136	5
891	138	6
927	132	7
1011	138	7
1033	145	7
1082	154	7
1060	155	6
1127	172	6
1132	186	6
1168	191	6
1153	190	6
1165	206	5
1166	222	5
1177	237	4
1144	237	4
1160	253	4
1153	268	4
1147	280	4
1119	274	4
1132	278	4
1118	289	3
1125	298	3
1111	304	3
1126	315	3
1105	315	3
1088	313	3
1062	310	3
1058	316	3
1036	337	3
980	339	2
937	341	2
910	335	2
878	337	2
834	310	2
789	286	2
767	280	2
748	298	2
705	294	2
684	270	2
657	265	2
644	271	2
599	274	2
582	262	2
550	257	2
537	254	2
485	248	1
464	243	1
421	246	1
399	249	1
366	249	1
322	236	1
281	247	1
251	251	1
218	253	0
202	241	0
202	238	0
212	210	1
218	191	1
260	165	1
274	127	2
325	108	3
350	81	4
426	66	6
460	69	6
550	63	8
585	58	10
685	56	12
726	62	11
841	56	15
881	62	14
1020	63	16
1062	69	15
1179	69	17
1216	75	16
1336	84	15
1368	89	15
1454	89	16
1497	99	15
1578	108	14
1576	115	13
1614	114	14
1607	131	12
1633	137	11
1615	155	10
1622	158	10
1607	171	9
1614	179	9
1590	195	8
1581	196	8
1550	202	7
1546	220	7
1522	236	6
1515	234	6
1470	239	6
1448	247	5
1407	247	5
1373	245	5
1336	265	5
1310	265	4
1264	281	4
1223	290	4
1177	296	3
1131	299	3
1081	314	3
1051	337	3
1015	346	2
974	352	2
948	330	2
927	317	2
905	300	3
891	281	3
885	256	3
886	245	3
886	229	3
881	218	4
897	208	4
909	199	4
949	192	4
971	183	5
1028	177	5
1069	171	6
1150	167	6
1204	146	8
1297	131	9
1370	127	10
1478	120	12
1540	118	13
1630	115	14
1701	125	13
1760	138	12
1778	141	12
1831	138	13
1856	159	11
1874	178	10
1855	186	9
1864	181	10
1870	212	8
1886	224	8
1877	229	8
1870	213	8
1891	204	9
1869	193	9
1850	179	10
1831	173	10
1834	181	10
1822	183	9
1787	185	9
1768	180	9
1741	192	9
1712	203	8
1668	206	8
1630	202	8
1591	218	7
1562	222	7
1511	215	7
1477	212	6
1454	217	6
1426	230	6
1385	227	6
1334	222	6
1297	219	5
1282	226	5
1232	222	5
1206	226	5
1167	221	5
1162	239	4
1113	232	4
1111	222	5
1087	222	4
1096	240	4
1052	229	4
1062	226	4
1036	218	4
1033	232	4
1002	222	4
1008	223	4
995	231	4
1000	230	4
991	225	4
986	222	4
974	229	4
1000	231	4
977	232	4
981	233	4
974	237	4
979	250	3
987	249	3
976	253	3
976	257	3
987	262	3
979	260	3
996	250	3
975	234	4
985	234	4
982	217	4
996	212	4
1004	213	4
1022	211	4
1031	211	4
1074	200	5
1090	175	6
1129	171	6
1155	158	7
1169	157	7
1197	154	7
1204	150	8
1221	143	8
1231	137	8
1261	141	8
1261	135	9
1279	132	9
1296	135	9
1328	140	9
1316	141	9
1350	143	9
1360	154	8
1392	163	8
1378	166	8
1380	163	8
1365	156	8
1350	158	8
1311	159	8
1285	156	8
1247	166	7
1216	172	7
1182	177	6
1133	173	6
1106	174	6
1072	180	5
1020	188	5
963	195	4
928	207	4
900	219	4
846	222	3
793	217	3
762	222	3
724	224	3
674	216	3
649	208	3
619	198	3
603	192	3
566	186	3
536	162	3
499	160	3
499	174	2
475	170	2
439	158	2
401	143	2
421	155	2
396	174	2
399	171	2
375	165	2
431	184	2
428	194	2
452	191	2
457	178	2
514	190	2
539	196	2
561	190	2
550	182	3
576	202	2
570	226	2
575	234	2
554	233	2
576	256	2
575	265	2
594	269	2
574	261	2
606	247	2
614	255	2
618	269	2
618	269	2
641	260	2
660	276	2
689	272	2
708	274	2
739	276	2
776	266	2
811	266	3
845	252	3
907	253	3
936	244	3
957	235	4
1001	218	4
1022	215	4
1065	222	4
1078	223	4
1100	213	5
1108	206	5
1158	211	5
1168	212	5
1209	209	5
1228	205	5
1271	209	6
1308	223	5
1360	221	6
1391	231	6
1433	234	6
1488	235	6
1548	230	6
1568	221	7
1604	201	7
1636	194	8
1656	197	8
1665	200	8
1705	182	9
1728	194	8
1775	181	9
1806	178	10
1852	175	10
1866	164	11
1924	154	12
1978	159	12
2006	156	12
2015	161	12
2039	166	12
2069	183	11
2050	183	11
2052	191	10
2032	200	10
2013	230	8
1964	235	8
1898	254	7
1850	278	6
1805	319	5
1719	326	5
1638	330	4
1569	339	4
1521	359	4
1431	367	3
1373	373	3
1293	352	3
1260	354	3
1192	341	3
1126	316	3
1071	295	3
1035	292	3
981	276	3
941	254	3
880	233	3
851	229	3
797	227	3
758	219	3
728	216	3
687	199	3
662	184	3
639	172	3
616	174	3
571	164	3
537	154	3
510	154	3
498	169	2
466	167	2
459	153	3
450	153	2
450	143	3
449	134	3
465	131	3
475	128	3
506	139	3
506	138	3
533	134	3
543	132	4
570	143	3
585	149	3
613	155	3
641	150	4
682	135	5
703	120	5
742	98	7
781	99	7
827	102	8
847	99	8
872	100	8
905	110	8
941	124	7
953	132	7
966	127	7
1012	147	6
1023	159	6
1046	161	6
1050	166	6
1087	183	5
1104	208	5
1096	216	5
1101	220	5
1133	242	4
1135	279	4
1094	294	3
1072	292	3
1053	304	3
1038	342	3
1003	351	2
958	358	2
945	352	2
944	356	2
930	340	2
930	320	2
928	293	3
930	246	3
936	220	4
938	202	4
935	187	5
915	168	5
882	152	5
860	151	5
822	149	5
800	149	5
766	137	5
741	130	5
700	118	5
680	135	5
651	137	4
622	145	4
591	136	4
569	133	4
536	129	4
521	125	4
500	124	4
472	123	3
444	115	3
417	109	3
384	112	3
361	114	3
330	114	2
313	125	2
279	123	2
253	120	2
228	124	1
200	127	1
174	118	1
152	124	1
121	120	1
95	128	0
60	123	0
46	128	0
25	130	0
16	124	0
8	104	0
6	79	0
5	60	0
8	40	0
6	24	0
11	14	0
9	9	1
13	8	1
12	7	1
20	8	2
20	8	2
31	6	5
31	6	5
46	9	5
53	10	5
78	11	7
85	11	7
123	15	8
134	16	8
183	20	9
195	19	10
260	25	10
281	28	10
341	34	10
368	35	10
446	41	10
474	48	9
555	58	9
576	61	9
660	69	9
709	78	9
794	90	8
830	96	8
906	94	9
951	108	8
1040	121	8
1071	127	8
1149	128	8
1192	146	8
1277	159	8
1289	169	7
1321	174	7
1344	189	7
1393	204	6
1375	205	6
1405	199	7
1411	211	6
1428	212	6
1420	213	6
1437	211	6
1431	212	6
1417	201	7
1398	203	6
1363	208	6
1326	221	6
1280	231	5
1236	235	5
1193	245	4
1136	235	4
1092	226	4
1044	232	4
994	223	4
945	215	4
890	200	4
844	201	4
797	207	3
757	195	3
706	203	3
665	199	3
615	197	3
576	188	3
547	177	3
513	179	2
482	177	2
455	165	2
433	155	2
399	137	2
358	132	2
324	132	2
310	142	2
283	146	1
259	146	1
237	142	1
214	143	1
190	144	1
167	136	1
142	136	1
135	135	1
119	130	0
139	131	1
145	128	1
187	105	1
193	82	2
238	61	3
263	54	4
299	48	6
350	45	7
407	41	9
456	39	11
512	34	15
576	37	15
640	42	15
713	45	15
790	45	17
862	50	17
953	58	16
1014	65	15
1085	68	15
1140	78	14
1190	89	13
1246	101	12
1287	107	12
1314	123	10
1361	136	10
1380	147	9
1426	150	9
1448	160	9
1497	164	9
1526	159	9
1571	158	9
1604	159	10
1645	158	10
1647	142	11
1673	132	12
1683	137	12
1706	159	10
1675	163	10
1670	153	10
1661	165	10
1665	185	9
1614	177	9
1584	169	9
1551	172	9
1548	212	7
1486	210	7
1433	201	7
1396	196	7
1374	213	6
1308	213	6
1255	202	6
1213	205	5
1187	231	5
1141	229	4
1089	214	5
1057	208	5
1042	208	5
984	193	5
942	178	5
906	159	5
892	176	5
844	159	5
805	143	5
784	139	5
762	135	5
725	134	5
689	128	5
658	129	5
651	148	4
616	148	4
582	137	4
561	141	3
547	146	3
518	158	3
488	146	3
474	146	3
456	151	3
442	152	2
413	150	2
405	153	2
416	164	2
428	164	2
437	161	2
471	156	3
535	149	3
595	156	3
664	147	4
734	143	5
817	133	6
873	123	7
959	115	8
999	105	9
1079	103	10
1125	95	11
1191	82	14
1238	66	18
1312	53	24
1362	47	28
1427	43	33
1475	40	36
1552	37	41
1601	37	43
1682	39	43
1730	39	44
1800	39	46
1863	39	47
1923	42	45
1979	42	47
2028	42	48
2066	42	49
2121	45	47
2162	45	48
2206	45	49
2244	45	49
2289	51	44
2332	51	45
2363	51	46
2381	51	46
2395	61	39
2375	61	38
2378	61	38
2376	61	38
2373	79	30
2360	81	29
2341	78	30
2327	76	30
2326	93	25
2303	92	25
2274	88	25
2244	87	25
2258	109	20
2224	109	20
2205	103	21
2179	96	22
2173	109	19
2137	109	19
2110	104	20
2070	103	20
2081	128	16
2040	132	15
2013	128	15
1984	124	16
1980	150	13
1935	158	12
1904	154	12
1864	146	12
1856	165	11
1827	169	10
1787	156	11
1746	153	11
1732	157	11
1697	167	10
1659	168	9
1634	158	10
1630	167	9
1610	166	9
1567	160	9
1542	150	10
1544	168	9
1540	177	8
1533	175	8
1524	170	8
1560	182	8
1551	188	8
1550	182	8
1535	179	8
1565	202	7
1577	217	7
1567	203	7
1547	197	7
1584	187	8
1579	195	8
1573	190	8
1554	172	9
1576	179	8
1579	205	7
1578	208	7
1548	193	8
1560	197	7
1590	215	7
1575	220	7
1573	213	7
1550	218	7
1589	258	6
1569	261	6
1547	255	6
1539	258	5
1575	292	5
1531	290	5
1494	276	5
1469	290	5
1474	342	4
1399	342	4
1335	332	4
1275	343	3
1260	406	3
1172	439	2
1063	431	2
989	428	2
953	488	1
877	511	1
819	491	1
748	455	1
718	429	1
669	422	1
631	395	1
595	375	1
583	363	1
563	339	1
544	307	1
544	283	1
580	262	2
596	237	2
646	201	3
676	163	4
735	131	5
774	107	7
842	97	8
876	92	9
934	97	9
969	92	10
1017	98	10
1050	97	10
1101	116	9
1128	116	9
1180	122	9
1205	124	9
1271	145	8
1276	148	8
1318	158	8
1337	163	8
1416	190	7
1438	194	7
1503	189	7
1500	181	8
1580	190	8
1579	192	8
1610	181	8
1605	174	9
1659	194	8
1641	193	8
1664	189	8
1649	174	9
1668	177	9
1641	176	9
1630	180	9
1603	181	8
1610	196	8
1582	201	7
1544	199	7
1511	201	7
1517	220	6
1465	226	6
1429	237	6
1380	234	5
1391	264	5
1342	284	4
1292	281	4
1225	273	4
1207	292	4
1174	312	3
1102	314	3
1040	308	3
1012	326	3
963	347	2
899	340	2
846	336	2
825	355	2
792	350	2
763	349	2
744	336	2
743	327	2
718	309	2
707	293	2
675	273	2
681	272	2
665	261	2
668	249	2
661	231	2
693	233	2
715	228	3
734	229	3
762	210	3
820	200	4
866	196	4
904	188	4
942	170	5
982	156	6
1034	157	6
1082	161	6
1104	164	6
1150	167	6
1181	169	6
1211	181	6
1241	188	6
1246	190	6
1261	194	6
1270	208	6
1301	215	6
1300	214	6
1343	218	6
1336	206	6
1361	191	7
1348	185	7
1351	200	6
1332	222	6
1330	220	6
1295	214	6
1290	224	5
1246	223	5
1224	232	5
1183	232	5
1163	236	4
1111	241	4
1085	240	4
1024	234	4
1018	238	4
984	244	4
960	241	3
930	239	3
899	224	4
848	227	3
847	225	3
799	227	3
770	238	3
745	246	3
740	261	2
708	262	2
692	263	2
663	276	2
647	277	2
620	265	2
614	263	2
628	259	2
632	254	2
622	232	2
637	225	2
662	232	2
670	223	3
681	219	3
683	202	3
720	217	3
719	217	3
749	208	3
764	202	3
796	212	3
790	218	3
809	211	3
824	220	3
887	253	3
893	254	3
916	249	3
966	241	4
1036	265	3
1067	264	4
1091	248	4
1120	238	4
1161	264	4
1186	292	4
1186	274	4
1190	256	4
1214	282	4
1203	289	4
1154	283	4
1105	271	4
1089	313	3
1046	342	3
1003	346	2
962	331	2
945	334	2
923	334	2
870	329	2
823	319	2
816	329	2
799	340	2
784	338	2
738	327	2
728	313	2
714	324	2
708	327	2
674	312	2
653	297	2
661	299	2
662	307	2
658	290	2
655	280	2
666	295	2
658	294	2
657	286	2
643	284	2
637	286	2
645	293	2
678	295	2
691	282	2
716	275	2
734	264	2
766	250	3
768	238	3
775	240	3
773	236	3
796	249	3
778	248	3
808	260	3
818	256	3
839	259	3
799	243	3
815	234	3
811	251	3
794	262	3
758	250	3
767	262	2
763	290	2
765	286	2
754	278	2
767	266	2
760	251	3
784	239	3
765	218	3
797	215	3
792	222	3
838	215	3
834	215	3
887	213	4
904	217	4
976	225	4
963	222	4
1041	224	4
1050	222	4
1146	233	4
1141	240	4
1222	234	5
1236	248	4
1333	267	4
1329	274	4
1384	266	5
1382	263	5
1436	277	5
1415	273	5
1424	278	5
1405	286	4
1431	299	4
1406	315	4
1394	305	4
1366	309	4
1348	330	4
1310	350	3
1286	357	3
1236	358	3
1201	358	3
1139	362	3
1136	365	3
1081	388	2
1051	414	2
1012	433	2
959	440	2
914	449	2
855	463	1
809	463	1
757	471	1
709	480	1
649	478	1
588	479	1
526	478	1
484	476	1
468	472	0
471	480	0
469	451	1
465	395	1
487	352	1
507	316	1
549	270	2
545	233	2
574	202	2
589	195	3
626	195	3
634	187	3
662	187	3
694	192	3
709	195	3
704	183	3
711	189	3
722	207	3
741	227	3
747	231	3
763	234	3
789	240	3
838	248	3
847	236	3
873	237	3
919	232	3
948	230	4
939	237	3
956	234	4
988	248	3
988	248	3
984	245	4
993	254	3
1005	267	3
1005	260	3
1014	262	3
1011	272	3
992	269	3
989	279	3
958	285	3
947	304	3
922	305	3
900	316	2
865	317	2
849	323	2
810	328	2
777	321	2
728	334	2
693	332	2
649	352	1
607	350	1
576	332	1
559	331	1
545	316	1
551	294	1
555	263	2
562	227	2
569	192	2
571	174	3
594	171	3
604	162	3
604	149	4
612	151	4
637	168	3
642	172	3
677	174	3
695	179	3
736	192	3
777	195	3
812	190	4
854	200	4
892	195	4
941	200	4
986	208	4
1053	222	4
1093	234	4
1153	234	4
1194	230	5
1216	241	5
1247	239	5
1264	235	5
1284	236	5
1297	242	5
1316	246	5
1323	256	5
1328	252	5
1340	259	5
1331	259	5
1329	271	4
1308	274	4
1274	292	4
1235	300	4
1206	315	3
1145	331	3
1082	335	3
1011	349	2
953	379	2
877	391	2
816	395	2
744	393	1
694	388	1
624	368	1
598	359	1
556	331	1
531	295	1
484	261	1
465	231	2
422	225	1
421	217	1
380	204	1
370	197	1
350	199	1
344	190	1
320	187	1
317	167	1
322	168	1
330	173	1
325	156	2
322	144	2
335	154	2
348	159	2
352	158	2
363	150	2
389	159	2
416	170	2
426	170	2
449	161	2
496	169	2
554	182	3
597	176	3
654	158	4
734	151	4
815	152	5
889	146	6
1007	138	7
1094	149	7
1237	164	7
1293	166	7
1410	164	8
1445	172	8
1550	194	7
1568	200	7
1611	210	7
1649	238	6
1661	264	6
1643	273	6
1617	278	5
1599	305	5
1559	319	4
1498	319	4
1444	326	4
1386	367	3
1330	401	3
1219	407	2
1143	421	2
1069	446	2
1004	466	2
885	466	1
801	445	1
739	469	1
661	464	1
574	455	1
508	418	1
451	380	1
409	369	1
342	345	0
301	319	0
245	301	0
196	290	0
145	271	0
120	264	0
81	245	0
63	221	0
51	188	0
42	160	0
33	128	0
33	98	0
38	79	0
38	62	0
46	46	1
51	38	1
67	31	2
65	28	2
89	29	3
95	33	2
133	35	3
148	41	3
188	40	4
200	39	5
248	41	6
283	49	5
329	51	6
356	53	6
416	64	6
459	79	5
513	83	6
547	94	5
610	107	5
668	124	5
717	132	5
781	138	5
847	150	5
921	174	5
978	179	5
1024	189	5
1063	198	5
1141	206	5
1172	216	5
1231	222	5
1259	237	5
1311	249	5
1317	240	5
1335	229	5
1338	242	5
1357	263	5
1335	270	4
1307	268	4
1293	274	4
1265	294	4
1209	301	4
1157	306	3
1114	328	3
1079	341	3
1022	351	2
966	358	2
908	358	2
853	353	2
796	346	2
756	343	2
714	341	2
678	323	2
635	316	2
625	314	1
608	302	2
593	281	2
596	263	2
605	246	2
618	250	2
630	224	2
649	226	2
677	227	2
711	236	3
749	237	3
806	242	3
866	248	3
937	250	3
976	226	4
1051	221	4
1088	222	4
1156	225	5
1179	222	5
1238	222	5
1239	221	5
1288	234	5
1276	236	5
1290	240	5
1276	231	5
1288	249	5
1273	257	4
1234	268	4
1199	285	4
1168	303	3
1123	327	3
1076	330	3
1021	332	3
963	348	2
915	359	2
863	359	2
816	344	2
765	339	2
725	316	2
681	302	2
651	294	2
617	275	2
599	245	2
553	220	2
537	204	2
512	197	2
509	189	2
478	180	2
495	170	2
486	184	2
506	177	2
486	177	2
509	176	2
512	183	2
560	180	3
575	183	3
637	165	3
669	175	3
739	169	4
753	157	4
816	148	5
854	158	5
928	159	5
946	158	5
1028	157	6
1087	160	6
1180	159	7
1224	149	8
1327	142	9
1393	148	9
1447	150	9
1484	145	10
1533	158	9
1562	180	8
1600	181	8
1605	182	8
1639	184	8
1645	194	8
1660	208	7
1646	216	7
1655	213	7
1637	218	7
1628	214	7
1594	213	7
1581	215	7
1557	225	6
1545	225	6
1503	221	6
1493	229	6
1460	244	5
1439	249	5
1401	255	5
1371	249	5
1334	260	5
1283	260	4
1212	263	4
1180	266	4
1132	286	3
1080	297	3
1007	296	3
958	302	3
904	300	3
850	310	2
765	315	2
727	312	2
685	318	2
658	320	2
617	312	1
601	288	2
576	266	2
575	239	2
526	217	2
532	208	2
513	217	2
535	226	2
503	213	2
530	210	2
534	221	2
571	233	2
577	231	2
635	213	2
653	209	3
722	223	3
730	215	3
789	203	3
839	202	4
914	219	4
953	212	4
999	190	5
1071	180	5
1147	197	5
1172	194	6
1218	187	6
1280	198	6
1346	215	6
1399	225	6
1435	213	6
1491	209	7
1540	215	7
1562	219	7
1538	213	7
1573	216	7
1564	243	6
1546	256	6
1497	251	5
1474	254	5
1458	291	5
1422	305	4
1329	300	4
1286	285	4
1247	312	3
1196	328	3
1138	318	3
1084	296	3
1068	302	3
1035	287	3
966	280	3
941	271	3
905	270	3
904	277	3
853	267	3
873	254	3
863	264	3
890	263	3
870	246	3
893	233	3
913	249	3
940	250	3
942	248	3
1003	236	4
1032	250	4
1076	248	4
1082	251	4
1130	243	4
1170	263	4
1193	278	4
1210	286	4
1216	277	4
1235	301	4
1228	306	4
1206	311	3
1215	312	3
1248	348	3
1264	360	3
1269	351	3
1261	330	3
1276	322	3
1278	318	4
1272	298	4
1271	280	4
1285	258	4
1282	249	5
1268	241	5
1243	243	5
1226	251	4
1217	280	4
1180	294	4
1141	308	3
1101	316	3
1067	340	3
1016	341	2
